geonlp_id,entry_id,body,suffix,fullname,body_kana,suffix_kana,ne_class,hypernym,address,tel,longitude,latitude,code,address_level
"KEylmQ","26341","八幡","町/","八幡町","ヤワタ","チョウ/","市区町村/町","京都府/綴喜郡","京都府綴喜郡八幡町",,,,"lasdec:263419/jisx0402:26341","3"
"sAxe4T","26342","田辺","町/","田辺町","タナベ","チョウ/","市区町村/町","京都府/綴喜郡","京都府綴喜郡田辺町",,,,"lasdec:263427/jisx0402:26342","3"
"aww6MW","26343","井手","町/","井手町","イデ","チョウ/","市区町村/町","京都府/綴喜郡","綴喜郡井手町大字井手小字南玉水６７","0774-82-2001","135.8033","34.79831","lasdec:263435/jisx0402:26343","3"
"SsuZuZ","26344","宇治田原","町/","宇治田原町","ウジタワラ","チョウ/","市区町村/町","京都府/綴喜郡","綴喜郡宇治田原町大字荒木小字西出１０","0774-88-2250","135.85777","34.85271","lasdec:263443/jisx0402:26344","3"
"AotSd2","26360","相楽","郡/","相楽郡","ソウラ","グン/","行政地域/郡","京都府","京都府相楽郡",,"135.93321","34.75705","lasdec:263605/jisx0402:26360","2"
"iksKV5","26361","山城","町/","山城町","ヤマシロ","チョウ/","市区町村/町","京都府/相楽郡","相楽郡山城町大字上狛小字北的場３番地の１","0774-86-2300","135.81821","34.75103","lasdec:263613/jisx0402:26361","3"
"0grDD8","26362","木津","町/","木津町","キヅ","チョウ/","市区町村/町","京都府/相楽郡","相楽郡木津町大字木津字南垣外１１０番地の９","0774-72-0501","135.81526","34.73638","lasdec:263621/jisx0402:26362","3"
"Icqwlb","26363","加茂","町/","加茂町","カモ","チョウ/","市区町村/町","京都府/相楽郡","相楽郡加茂町大字里小字南古田１５６番地","0774-76-3611","135.87004","34.74931","lasdec:263630/jisx0402:26363","3"
"q8pp3e","26364","笠置","町/","笠置町","カサギ","チョウ/","市区町村/町","京都府/相楽郡","相楽郡笠置町大字笠置小字西通９０−１","0743-95-2301","135.93321","34.75705","lasdec:263648/jisx0402:26364","3"
"84ohLh","26365","和束","町/","和束町","ワヅカ","チョウ/","市区町村/町","京都府/相楽郡","相楽郡和束町大字釜塚小字生水１４−２","0774-78-3001","135.90791","34.79704","lasdec:263656/jisx0402:26365","3"
"Q0natk","26366","精華","町/","精華町","セイカ","チョウ/","市区町村/町","京都府/相楽郡","相楽郡精華町南稲八妻北尻７０","0774-94-2004","135.78281","34.76094","lasdec:263664/jisx0402:26366","3"
"xWm3bn","26367","南山城","村/","南山城村","ミナミヤマシロ","ムラ/","市区町村/村","京都府/相楽郡","相楽郡南山城村大字北大河原小字久保１４−１","0743-93-0101","136.01974","34.76917","lasdec:263672/jisx0402:26367","3"
"fSkVTq","26380","北桑田","郡/","北桑田郡","キタクワダ","グン/","行政地域/郡","京都府","京都府北桑田郡",,"135.63213","35.1556","lasdec:263800/jisx0402:26380","2"
"XOjOBt","26381","京北","町/","京北町","ケイホク","チョウ/","市区町村/町","京都府/北桑田郡","北桑田郡京北町大字周山小字上寺田１番地の１","0771-52-0300","135.63213","35.1556","lasdec:263818/jisx0402:26381","3"
"FKiHjw","26382","美山","町/","美山町","ミヤマ","チョウ/","市区町村/町","京都府/北桑田郡","北桑田郡美山町大字島小字往古瀬２３番地","0771-75-0310","135.5506","35.27222","lasdec:263826/jisx0402:26382","3"
"nGhA1z","26400","船井","郡/","船井郡","フナイ","グン/","行政地域/郡","京都府","京都府船井郡",,"135.37476","35.17876","lasdec:264008/jisx0402:26400","2"
"5CgsJC","26401","園部","町/","園部町","ソノベ","チョウ/","市区町村/町","京都府/船井郡","船井郡園部町上本町南２番地の８","0771-62-0550","135.47026","35.10955","lasdec:264016/jisx0402:26401","3"
"NyflrF","26402","八木","町/","八木町","ヤギ","チョウ/","市区町村/町","京都府/船井郡","船井郡八木町大字八木小字東久保２９番地の１","0771-42-2300","135.53296","35.06614","lasdec:264024/jisx0402:26402","3"
"vuee9I","26403","丹波","町/","丹波町","タンバ","チョウ/","市区町村/町","京都府/船井郡","船井郡丹波町字蒲生小字八ッ谷６２番地の６","0771-82-0200","135.42628","35.16399","lasdec:264032/jisx0402:26403","3"
"dqd6RL","26404","日吉","町/","日吉町","ヒヨシ","チョウ/","市区町村/町","京都府/船井郡","船井郡日吉町字保野田小字市野３番地の１","0771-72-1160","135.49037","35.18024","lasdec:264041/jisx0402:26404","3"
"VmbZzO","26405","瑞穂","町/","瑞穂町","ミズホ","チョウ/","市区町村/町","京都府/船井郡","船井郡瑞穂町字橋爪小字桧山４９番地","0771-86-0150","135.37476","35.17876","lasdec:264059/jisx0402:26405","3"
"DiaShR","26406","和知","町/","和知町","ワチ","チョウ/","市区町村/町","京都府/船井郡","船井郡和知町字本庄小字ウエ１６番地","0771-84-0200","135.39577","35.26082","lasdec:264067/jisx0402:26406","3"
"le9KZU","26407","京丹波","町/","京丹波町","キョウタンバ","チョウ/","市区町村/町","京都府/船井郡","船井郡京丹波町蒲生八ッ谷６２−６","0771-82-0200","135.42628","35.16399","lasdec:264075/jisx0402:26407","3"
"3a8DHX","26420","天田","郡/","天田郡","アマタ","グン/","行政地域/郡","京都府","京都府天田郡",,"135.23174","35.21992","lasdec:264202/jisx0402:26420","2"
"L67wq0","26421","三和","町/","三和町","ミワ","チョウ/","市区町村/町","京都府/天田郡","天田郡三和町字千束５１５番地","0773-58-3001","135.23174","35.21992","lasdec:264211/jisx0402:26421","3"
"t26p83","26422","夜久野","町/","夜久野町","ヤクノ","チョウ/","市区町村/町","京都府/天田郡","天田郡夜久野町字額田１３９２番地の１","0773-37-1101","135.00081","35.32082","lasdec:264229/jisx0402:26422","3"
"aY5hQ6","26440","加佐","郡/","加佐郡","カサ","グン/","行政地域/郡","京都府","京都府加佐郡",,"135.15128","35.38829","lasdec:264407/jisx0402:26440","2"
"SU4ay9","26441","大江","町/","大江町","オオエ","チョウ/","市区町村/町","京都府/加佐郡","加佐郡大江町字河守２８５番地","0773-56-1101","135.15128","35.38829","lasdec:264415/jisx0402:26441","3"
"AQ33gc","26460","与謝","郡/","与謝郡","ヨサ","グン/","行政地域/郡","京都府","京都府与謝郡",,"135.25105","35.75386","lasdec:264601/jisx0402:26460","2"
"iM1VYf","26461","加悦","町/","加悦町","カヤ","チョウ/","市区町村/町","京都府/与謝郡","与謝郡加悦町字加悦１０６０番地","0772-43-1511",,,"lasdec:264610/jisx0402:26461","3"
"0I0OGi","26462","岩滝","町/","岩滝町","イワタキ","チョウ/","市区町村/町","京都府/与謝郡","与謝郡岩滝町字岩滝１７９８番地の１","0772-46-3001",,,"lasdec:264628/jisx0402:26462","3"
"IDZHol","26463","伊根","町/","伊根町","イネ","チョウ/","市区町村/町","京都府/与謝郡","与謝郡伊根町字日出６５１","0772-32-0501","135.27559","35.67236","lasdec:264636/jisx0402:26463","3"
"qzYA6o","26464","野田川","町/","野田川町","ノダガワ","チョウ/","市区町村/町","京都府/与謝郡","与謝郡野田川町字四辻６５番地","0772-42-3111",,,"lasdec:264644/jisx0402:26464","3"
"8vXsOr","26465","与謝野","町/","与謝野町","ヨサノ","チョウ/","市区町村/町","京都府/与謝郡","与謝郡与謝野町字岩滝１７９８−１","0772-46-3001","135.15295","35.56579","lasdec:264652/jisx0402:26465","3"
"QrWlwu","26480","中","郡/","中郡","ナカ","グン/","行政地域/郡","京都府","京都府中郡",,"135.0612","35.6243","lasdec:264806/jisx0402:26480","2"
"ynVeex","26481","峰山","町/","峰山町","ミネヤマ","チョウ/","市区町村/町","京都府/中郡","中郡峰山町字杉谷８８９番地","0772-62-4111","135.0612","35.6243","lasdec:264814/jisx0402:26481","3"
"gjU6WA","26482","大宮","町/","大宮町","オオミヤ","チョウ/","市区町村/町","京都府/中郡","中郡大宮町字口大野２２６番地","0772-64-2400","135.09196","35.58557","lasdec:264822/jisx0402:26482","3"
"YfSZED","26500","竹野","郡/","竹野郡","タケノ","グン/","行政地域/郡","京都府","京都府竹野郡",,"135.02675","35.68125","lasdec:265004/jisx0402:26500","2"
"GbRSmG","26501","網野","町/","網野町","アミノ","チョウ/","市区町村/町","京都府/竹野郡","竹野郡網野町字網野３５３番地の１","0772-72-0780","135.02675","35.68125","lasdec:265012/jisx0402:26501","3"
"o7QL4J","26502","丹後","町/","丹後町","タンゴ","チョウ/","市区町村/町","京都府/竹野郡","竹野郡丹後町間人１７８０番地","0772-75-0260","135.08885","35.73877","lasdec:265021/jisx0402:26502","3"
"63PDMM","26503","弥栄","町/","弥栄町","ヤサカ","チョウ/","市区町村/町","京都府/竹野郡","竹野郡弥栄町字溝谷３４５０番地","0772-65-2111","135.09012","35.67094","lasdec:265039/jisx0402:26503","3"
"NZOwuP","26520","熊野","郡/","熊野郡","クマノ","グン/","行政地域/郡","京都府","京都府熊野郡",,,,"lasdec:265209/jisx0402:26520","2"
"vVNpcS","26521","久美浜","町/","久美浜町","クミハマ","チョウ/","市区町村/町","京都府/熊野郡","熊野郡久美浜町８６４番地の１","0772-82-0232",,,"lasdec:265217/jisx0402:26521","3"
"dRMhUV","27100","大阪","市/","大阪市","オオサカ","シ/","市区町村/政令市","大阪府","大阪市北区中之島１−３−２０","06-6208-8181","135.50128","34.69387","lasdec:271004/jisx0402:27100","3"
"VNLaCY","27102","都島","区/","都島区","ミヤコジマ","ク/","市区町村/区","大阪府/大阪市","大阪市都島区中野町２−１６−２０","06-6882-9625","135.52841","34.70132","lasdec:271021/jisx0402:27102","4"
"DJK3l1","27103","福島","区/","福島区","フクシマ","ク/","市区町村/区","大阪府/大阪市","大阪市福島区大開１−８−１","06-6464-9986","135.47256","34.6922","lasdec:271039/jisx0402:27103","4"
"lFIW34","27104","此花","区/","此花区","コノハナ","ク/","市区町村/区","大阪府/大阪市","大阪市此花区春日出北１−８−４","06-6466-9625","135.4525","34.68282","lasdec:271047/jisx0402:27104","4"
"3BHOL7","27105","東","区/","東区","ヒガシ","ク/","市区町村/区","大阪府/大阪市","大阪府大阪市東区",,,,"lasdec:271055/jisx0402:27105","4"
"LxGHta","27106","西","区/","西区","ニシ","ク/","市区町村/区","大阪府/大阪市","大阪市西区新町４−５−１４","06-6532-9986","135.48599","34.67603","lasdec:271063/jisx0402:27106","4"
"ttFAbd","27107","港","区/","港区","ミナト","ク/","市区町村/区","大阪府/大阪市","大阪市港区市岡１−１５−２５","06-6576-9986","135.46069","34.66406","lasdec:271071/jisx0402:27107","4"
"bpEsTg","27108","大正","区/","大正区","タイショウ","ク/","市区町村/区","大阪府/大阪市","大阪市大正区千島２−７−９５","06-4394-9986","135.47237","34.65015","lasdec:271080/jisx0402:27108","4"
"TlDlBj","27109","天王寺","区/","天王寺区","テンノウジ","ク/","市区町村/区","大阪府/大阪市","大阪市天王寺区真法院町２０−３３","06-6774-9986","135.51935","34.65814","lasdec:271098/jisx0402:27109","4"
"BhCejm","27110","南","区/","南区","ミナミ","ク/","市区町村/区","大阪府/大阪市","大阪府大阪市南区",,,,"lasdec:271101/jisx0402:27110","4"
"jdB71p","27111","浪速","区/","浪速区","ナニワ","ク/","市区町村/区","大阪府/大阪市","大阪市浪速区敷津東１−４−２０","06-6647-9986","135.49953","34.65953","lasdec:271110/jisx0402:27111","4"
"19zZJs","27112","大淀","区/","大淀区","オオヨド","ク/","市区町村/区","大阪府/大阪市","大阪府大阪市大淀区",,,,"lasdec:271128/jisx0402:27112","4"
"J5ySrv","27113","西淀川","区/","西淀川区","ニシヨドガワ","ク/","市区町村/区","大阪府/大阪市","大阪市西淀川区御幣島１丁目２−１０","06-6478-9986","135.45587","34.71125","lasdec:271136/jisx0402:27113","4"
"r1xL9y","27114","東淀川","区/","東淀川区","ヒガシヨドガワ","ク/","市区町村/区","大阪府/大阪市","大阪市東淀川区豊新２−１−４","06-4809-9625","135.52928","34.74099","lasdec:271144/jisx0402:27114","4"
"8XwDRB","27115","東成","区/","東成区","ヒガシナリ","ク/","市区町村/区","大阪府/大阪市","大阪市東成区大今里西２−８−４","06-6977-9986","135.54146","34.67007","lasdec:271152/jisx0402:27115","4"
"QTvwzE","27116","生野","区/","生野区","イクノ","ク/","市区町村/区","大阪府/大阪市","大阪市生野区勝山南３−１−１９","06-6715-9986","135.53452","34.65406","lasdec:271161/jisx0402:27116","4"
"yPuphH","27117","旭","区/","旭区","アサヒ","ク/","市区町村/区","大阪府/大阪市","大阪市旭区大宮１−１−１７","06-6957-9986","135.54424","34.72142","lasdec:271179/jisx0402:27117","4"
"gLthZK","27118","城東","区/","城東区","ジョウトウ","ク/","市区町村/区","大阪府/大阪市","大阪市城東区中央３−４−２９","06-6930-9986","135.54617","34.70199","lasdec:271187/jisx0402:27118","4"
"YHsaHN","27119","阿倍野","区/","阿倍野区","アベノ","ク/","市区町村/区","大阪府/大阪市","大阪市阿倍野区文の里１−１−４０","06-6622-9986","135.51826","34.63879","lasdec:271195/jisx0402:27119","4"
"GDr3pQ","27120","住吉","区/","住吉区","スミヨシ","ク/","市区町村/区","大阪府/大阪市","大阪市住吉区南住吉３−１５−５５","06-6694-9986","135.50002","34.60452","lasdec:271209/jisx0402:27120","4"
"ozpW7T","27121","東住吉","区/","東住吉区","ヒガシスミヨシ","ク/","市区町村/区","大阪府/大阪市","大阪市東住吉区東田辺１−１３−４","06-4399-9986","135.52663","34.62233","lasdec:271217/jisx0402:27121","4"
"6voOPW","27122","西成","区/","西成区","ニシナリ","ク/","市区町村/区","大阪府/大阪市","大阪市西成区岸里１−５−２０","06-6659-9683","135.49413","34.63498","lasdec:271225/jisx0402:27122","4"
"OrnHxZ","27123","淀川","区/","淀川区","ヨドガワ","ク/","市区町村/区","大阪府/大阪市","大阪市淀川区十三東２−３−３","06-6308-9986","135.48692","34.72102","lasdec:271233/jisx0402:27123","4"
"wnmAg2","27124","鶴見","区/","鶴見区","ツルミ","ク/","市区町村/区","大阪府/大阪市","大阪市鶴見区横堤５−４−１９","06-6915-9683","135.57451","34.70428","lasdec:271241/jisx0402:27124","4"
"ejlsY5","27125","住之江","区/","住之江区","スミノエ","ク/","市区町村/区","大阪府/大阪市","大阪市住之江区御崎３−１−１７","06-6682-9986","135.48288","34.60919","lasdec:271250/jisx0402:27125","4"
"WfklG8","27126","平野","区/","平野区","ヒラノ","ク/","市区町村/区","大阪府/大阪市","大阪市平野区背戸口３−８−１９","06-4302-9986","135.54649","34.62102","lasdec:271268/jisx0402:27126","4"
"Ebjeob","27127","北","区/","北区","キタ","ク/","市区町村/区","大阪府/大阪市","大阪市北区扇町２−１−２７","06-6313-9986","135.51028","34.70572","lasdec:271276/jisx0402:27127","4"
"m7i76e","27128","中央","区/","中央区","チュウオウ","ク/","市区町村/区","大阪府/大阪市","大阪市中央区久太郎町１−２−２７","06-6267-9625","135.50983","34.68145","lasdec:271284/jisx0402:27128","4"
"43gZOh","27140","堺","市/","堺市","サカイ","シ/","市区町村/政令市","大阪府","堺市堺区南瓦町３−１","072-233-1101","135.48293","34.57363","lasdec:271403/jisx0402:27140","3"
"LZfSwk","27141","堺","区/","堺区","サカイ","ク/","市区町村/区","大阪府/堺市","堺市堺区南瓦町３−１","072-228-7403","135.48293","34.57363","lasdec:271411/jisx0402:27141","4"
"tVeLen","27142","中","区/","中区","ナカ","ク/","市区町村/区","大阪府/堺市","堺市中区深井沢町２４７０−７","072-270-8181","135.4989","34.52746","lasdec:271420/jisx0402:27142","4"
"bRdDWq","27143","東","区/","東区","ヒガシ","ク/","市区町村/区","大阪府/堺市","堺市東区日置荘原寺町１９５−１","072-287-8100","135.53645","34.53832","lasdec:271438/jisx0402:27143","4"
"TNcwEt","27144","西","区/","西区","ニシ","ク/","市区町村/区","大阪府/堺市","堺市西区鳳東町６丁６００","072-275-1901","135.4651","34.53471","lasdec:271446/jisx0402:27144","4"
"BJbpmw","27145","南","区/","南区","ミナミ","ク/","市区町村/区","大阪府/堺市","堺市南区桃山台１丁１−１","072-290-1800","135.49019","34.48668","lasdec:271454/jisx0402:27145","4"
"jFai4z","27146","北","区/","北区","キタ","ク/","市区町村/区","大阪府/堺市","堺市北区新金岡町５丁１−４","072-258-6706","135.51572","34.56554","lasdec:271462/jisx0402:27146","4"
"1B9aMC","27147","美原","区/","美原区","ミハラ","ク/","市区町村/区","大阪府/堺市","堺市美原区黒山１６７−１","072-363-9311","135.55931","34.53875","lasdec:271471/jisx0402:27147","4"
"Jx83uF","27201","堺","市/","堺市","サカイ","シ/","市区町村/市","大阪府","堺市南瓦町３番１号","072-233-1101","135.48293","34.57363","lasdec:272019/jisx0402:27201","3"
"rt6WcI","27202","岸和田","市/","岸和田市","キシワダ","シ/","市区町村/市","大阪府","岸和田市岸城町７−１","072-423-2121","135.37125","34.4606","lasdec:272027/jisx0402:27202","3"
"9p5OUL","27203","豊中","市/","豊中市","トヨナカ","シ/","市区町村/市","大阪府","豊中市中桜塚３−１−１","06-6858-2525","135.46979","34.78127","lasdec:272035/jisx0402:27203","3"
"Rl4HCO","27204","池田","市/","池田市","イケダ","シ/","市区町村/市","大阪府","池田市城南１−１−１","072-752-1111","135.42812","34.82111","lasdec:272043/jisx0402:27204","3"
"zh3AkR","27205","吹田","市/","吹田市","スイタ","シ/","市区町村/市","大阪府","吹田市泉町１−３−４０","06-6384-1231","135.51674","34.75933","lasdec:272051/jisx0402:27205","3"
"hd2t2U","27206","泉大津","市/","泉大津市","イズミオオツ","シ/","市区町村/市","大阪府","泉大津市東雲町９−１２","0725-33-1131","135.41016","34.50504","lasdec:272060/jisx0402:27206","3"
"Z91lKX","27207","高槻","市/","高槻市","タカツキ","シ/","市区町村/市","大阪府","高槻市桃園町２−１","072-674-7111","135.61737","34.84576","lasdec:272078/jisx0402:27207","3"
"H50et0","27208","貝塚","市/","貝塚市","カイヅカ","シ/","市区町村/市","大阪府","貝塚市畠中１−１７−１","072-423-2151","135.35796","34.43764","lasdec:272086/jisx0402:27208","3"
"p0Z7b3","27209","守口","市/","守口市","モリグチ","シ/","市区町村/市","大阪府","守口市京阪本通２−２−５","06-6992-1221","135.56371","34.73792","lasdec:272094/jisx0402:27209","3"
"6WXZT6","27210","枚方","市/","枚方市","ヒラカタ","シ/","市区町村/市","大阪府","枚方市大垣内町２−１−２０","072-841-1221","135.65091","34.81454","lasdec:272108/jisx0402:27210","3"
"OSWSB9","27211","茨木","市/","茨木市","イバラキ","シ/","市区町村/市","大阪府","茨木市駅前３−８−１３","072-622-8121","135.56885","34.8164","lasdec:272116/jisx0402:27211","3"
"wOVLjc","27212","八尾","市/","八尾市","ヤオ","シ/","市区町村/市","大阪府","八尾市本町１−１−１","072-991-3881","135.6004","34.6269","lasdec:272124/jisx0402:27212","3"
"eKUE1f","27213","泉佐野","市/","泉佐野市","イズミサノ","シ/","市区町村/市","大阪府","泉佐野市市場東１−２９５−３","072-463-1212","135.32704","34.40562","lasdec:272132/jisx0402:27213","3"
"WGTwJi","27214","富田林","市/","富田林市","トンダバヤシ","シ/","市区町村/市","大阪府","富田林市常盤町１−１","0721-25-1000","135.59703","34.49986","lasdec:272141/jisx0402:27214","3"
"ECSprl","27215","寝屋川","市/","寝屋川市","ネヤガワ","シ/","市区町村/市","大阪府","寝屋川市本町１−１","072-824-1181","135.62778","34.76555","lasdec:272159/jisx0402:27215","3"
"myRi9o","27216","河内長野","市/","河内長野市","カワチナガノ","シ/","市区町村/市","大阪府","河内長野市原町１−１−１","0721-53-1111","135.56436","34.45807","lasdec:272167/jisx0402:27216","3"
"4uQaRr","27217","松原","市/","松原市","マツバラ","シ/","市区町村/市","大阪府","松原市阿保１−１−１","072-334-1550","135.55157","34.57807","lasdec:272175/jisx0402:27217","3"
"MqP3zu","27218","大東","市/","大東市","ダイトウ","シ/","市区町村/市","大阪府","大東市谷川１−１−１","072-872-2181","135.62349","34.71228","lasdec:272183/jisx0402:27218","3"
"umNWhx","27219","和泉","市/","和泉市","イズミ","シ/","市区町村/市","大阪府","和泉市府中町２−７−５","0725-41-1551","135.42416","34.48307","lasdec:272191/jisx0402:27219","3"
"ciMOZA","27220","箕面","市/","箕面市","ミノオ","シ/","市区町村/市","大阪府","箕面市西小路４−６−１","072-723-2121","135.47098","34.82664","lasdec:272205/jisx0402:27220","3"
"UeLHHD","27221","柏原","市/","柏原市","カシワラ","シ/","市区町村/市","大阪府","柏原市安堂町１−５５","072-972-1501","135.62943","34.57772","lasdec:272213/jisx0402:27221","3"
"CaKApG","27222","羽曳野","市/","羽曳野市","ハビキノ","シ/","市区町村/市","大阪府","羽曳野市誉田４−１−１","072-958-1111","135.60565","34.55806","lasdec:272221/jisx0402:27222","3"
"k6Jt7J","27223","門真","市/","門真市","カドマ","シ/","市区町村/市","大阪府","門真市中町１−１","06-6902-1231","135.58734","34.73883","lasdec:272230/jisx0402:27223","3"
"22IlPM","27224","摂津","市/","摂津市","セッツ","シ/","市区町村/市","大阪府","摂津市三島１−１−１","06-6383-1111","135.56142","34.7769","lasdec:272248/jisx0402:27224","3"
"JYHexP","27225","高石","市/","高石市","タカイシ","シ/","市区町村/市","大阪府","高石市加茂４−１−１","072-265-1001","135.44228","34.5212","lasdec:272256/jisx0402:27225","3"
"rUG7fS","27226","藤井寺","市/","藤井寺市","フジイデラ","シ/","市区町村/市","大阪府","藤井寺市岡１−１−１","072-939-1111","135.59778","34.57447","lasdec:272264/jisx0402:27226","3"
"9QEZXV","27227","東大阪","市/","東大阪市","ヒガシオオサカ","シ/","市区町村/市","大阪府","東大阪市荒本北１−１−１","06-4309-3000","135.60132","34.67895","lasdec:272272/jisx0402:27227","3"
"RMDSFY","27228","泉南","市/","泉南市","センナン","シ/","市区町村/市","大阪府","泉南市樽井１−１−１","072-483-0001","135.27402","34.36516","lasdec:272281/jisx0402:27228","3"
"zICLo1","27229","四條畷","市/","四條畷市","シジョウナワテ","シ/","市区町村/市","大阪府","四條畷市中野本町１−１","072-877-2121","135.63925","34.73984","lasdec:272299/jisx0402:27229","3"
"hEBE64","27230","交野","市/","交野市","カタノ","シ/","市区町村/市","大阪府","交野市私部１−１−１","072-892-0121","135.67926","34.78811","lasdec:272302/jisx0402:27230","3"
"ZAAwO7","27231","大阪狭山","市/","大阪狭山市","オオサカサヤマ","シ/","市区町村/市","大阪府","大阪狭山市狭山１−２３８４−１","072-366-0011","135.55605","34.50377","lasdec:272311/jisx0402:27231","3"
"Hwzpwa","27232","阪南","市/","阪南市","ハンナン","シ/","市区町村/市","大阪府","阪南市尾崎町３５−１","072-471-5678","135.2402","34.35952","lasdec:272329/jisx0402:27232","3"
"psyied","27300","三島","郡/","三島郡","ミシマ","グン/","行政地域/郡","大阪府","大阪府三島郡",,"135.67148","34.89856","lasdec:273007/jisx0402:27300","2"
"7oxaWg","27301","島本","町/","島本町","シマモト","チョウ/","市区町村/町","大阪府/三島郡","三島郡島本町桜井２−１−１","075-961-5151","135.66293","34.88358","lasdec:273015/jisx0402:27301","3"
"Pkw3Ej","27320","豊能","郡/","豊能郡","トヨノ","グン/","行政地域/郡","大阪府","大阪府豊能郡",,"135.44591","34.90058","lasdec:273201/jisx0402:27320","2"
"xguWmm","27321","豊能","町/","豊能町","トヨノ","チョウ/","市区町村/町","大阪府/豊能郡","豊能郡豊能町余野４１４−１","072-739-0001","135.49396","34.91891","lasdec:273210/jisx0402:27321","3"
"fctP4p","27322","能勢","町/","能勢町","ノセ","チョウ/","市区町村/町","大阪府/豊能郡","豊能郡能勢町宿野２８","072-734-0001","135.41406","34.97266","lasdec:273228/jisx0402:27322","3"
"X8sHMs","27340","泉北","郡/","泉北郡","センボク","グン/","行政地域/郡","大阪府","大阪府泉北郡",,"135.38327","34.49582","lasdec:273406/jisx0402:27340","2"
"F4rAuv","27341","忠岡","町/","忠岡町","タダオカ","チョウ/","市区町村/町","大阪府/泉北郡","泉北郡忠岡町忠岡東１−３４−１","0725-22-1122","135.40141","34.48647","lasdec:273414/jisx0402:27341","3"
"n0qtcy","27360","泉南","郡/","泉南郡","センナン","グン/","行政地域/郡","大阪府","大阪府泉南郡",,"135.33769","34.39988","lasdec:273601/jisx0402:27360","2"
"4WplUB","27361","熊取","町/","熊取町","クマトリ","チョウ/","市区町村/町","大阪府/泉南郡","泉南郡熊取町野田１−１−１","072-452-1001","135.35573","34.40096","lasdec:273619/jisx0402:27361","3"
"MSoeCE","27362","田尻","町/","田尻町","タジリ","チョウ/","市区町村/町","大阪府/泉南郡","泉南郡田尻町大字嘉祥寺３７５−１","072-466-1000","135.29208","34.39389","lasdec:273627/jisx0402:27362","3"
"uOn7kH","27363","泉南","町/","泉南町","センナン","チョウ/","市区町村/町","大阪府/泉南郡","大阪府泉南郡泉南町",,,,"lasdec:273635/jisx0402:27363","3"
"cKm02K","27364","南海","町/","南海町","ナンカイ","チョウ/","市区町村/町","大阪府/泉南郡","大阪府泉南郡南海町",,,,"lasdec:273643/jisx0402:27364","3"
"UGkSKN","27365","東鳥取町","/","東鳥取町","ヒガシトットリムラ","/","市区町村/村","大阪府/泉南郡","大阪府泉南郡東鳥取町",,,,"lasdec:273651/jisx0402:27365","3"
"CCjLsQ","27366","岬","町/","岬町","ミサキ","チョウ/","市区町村/町","大阪府/泉南郡","泉南郡岬町深日２０００−１","072-492-2775","135.14211","34.31687","lasdec:273660/jisx0402:27366","3"
"kyiEaT","27367","阪南","町/","阪南町","ハンナン","チョウ/","市区町村/町","大阪府/泉南郡","大阪府泉南郡阪南町",,,,"lasdec:273678/jisx0402:27367","3"
"2uhwSW","27380","南河内","郡/","南河内郡","ミナミカワチ","グン/","行政地域/郡","大阪府","大阪府南河内郡",,"135.62906","34.51884","lasdec:273805/jisx0402:27380","2"
"KqgpAZ","27381","太子","町/","太子町","タイシ","チョウ/","市区町村/町","大阪府/南河内郡","南河内郡太子町大字山田８８","0721-98-0300","135.64731","34.5189","lasdec:273813/jisx0402:27381","3"
"smfij2","27382","河南","町/","河南町","カナン","チョウ/","市区町村/町","大阪府/南河内郡","南河内郡河南町大字白木１３５９−６","0721-93-2500","135.62973","34.49165","lasdec:273821/jisx0402:27382","3"
"aieb15","27383","千早赤阪","村/","千早赤阪村","チハヤアカサカ","ムラ/","市区町村/村","大阪府/南河内郡","南河内郡千早赤阪村大字水分１８０","0721-72-0081","135.62247","34.46426","lasdec:273830/jisx0402:27383","3"
"Sed3J8","27384","狭山","町/","狭山町","サヤマ","チョウ/","市区町村/町","大阪府/南河内郡","大阪府南河内郡狭山町",,,,"lasdec:273848/jisx0402:27384","3"
"AabWrb","27385","美原","町/","美原町","ミハラ","チョウ/","市区町村/町","大阪府/南河内郡","南河内郡美原町黒山１６７番地の１","072-361-1881","135.55931","34.53875","lasdec:273856/jisx0402:27385","3"
"i6aP9e","27400","北河内","郡/","北河内郡","キタカワチ","グン/","行政地域/郡","大阪府","大阪府北河内郡",,,,"lasdec:274003/jisx0402:27400","2"
"029HRh","27401","交野","町/","交野町","カタノ","チョウ/","市区町村/町","大阪府/北河内郡","大阪府北河内郡交野町",,,,"lasdec:274011/jisx0402:27401","3"
"HY8Azk","27402","四條畷","町/","四條畷町","シジョウナワテ","チョウ/","市区町村/町","大阪府/北河内郡","大阪府北河内郡四條畷町",,,,"lasdec:274020/jisx0402:27402","3"
"pU7thn","28100","神戸","市/","神戸市","コウベ","シ/","市区町村/政令市","兵庫県","神戸市中央区加納町６−５−１","078-331-8181","135.19588","34.69005","lasdec:281000/jisx0402:28100","3"
"7Q6lZq","28101","東灘","区/","東灘区","ヒガシナダ","ク/","市区町村/区","兵庫県/神戸市","神戸市東灘区住吉東町５−２−１","078-841-4131","135.26508","34.71971","lasdec:281018/jisx0402:28101","4"
"PM5eHt","28102","灘","区/","灘区","ナダ","ク/","市区町村/区","兵庫県/神戸市","神戸市灘区桜口町４−２−１","078-843-7001","135.23988","34.71225","lasdec:281026/jisx0402:28102","4"
