geonlp_id,entry_id,body,body_kana,ne_class,latitude,longitude,hypernym,標高,三角点名称,備考
"iO9IyU","417","大山","オオヤマ","山地","34.96417","139.77778","千葉県/房総/三浦","194","房大山","房ノ大山（ぼうのおおやま）　"
"0K8BgX","418","明星山","ミョウジョウヤマ","山地","36.94083","137.82194","新潟県/飛驒山脈北部","1189","明星","みょうじやま　"
"IG7tZ0","419","大洞山","オオボラヤマ","山地","35.84000","138.89222","埼玉県山梨県/関東山地","2077","標高点","　"
"qC6mH3","420","飛龍山","ヒリュウヤマ","山地","35.84000","138.89222","埼玉県山梨県/関東山地","2077","標高点","'大洞山'の別名"
"8y5fp6","421","甲武信ヶ岳","コブシガタケ","山地","35.90889","138.72889","埼玉県山梨県長野県/関東山地","2475","標高点","　"
"Qu4879","422","犬ヶ岳","イヌガダケ","山地","36.90694","137.71556","新潟県富山県/飛驒山脈北部","1593","犬ケ岳","　"
"yq30Pc","423","鶏冠山","ケイカンヤマ","山地","35.78861","138.83583","山梨県/関東山地","1716","標高点","黒川鶏冠山（くろかわけいかんざん）　"
"gm1Txf","424","黒川山","クロカワヤマ","山地","35.78861","138.83583","山梨県/関東山地","1716","標高点","'鶏冠山'の別名"
"Yi0Mfi","425","権現山","ゴンゲンヤマ","山地","35.66778","139.02139","山梨県/関東山地","1312","棚頭山","　"
"GdZEXl","426","扇山","オウギヤマ","山地/峰","35.63722","139.01389","山梨県/関東山地/権現山","1138","標高点","'権現山'の峰"
"o9YxFo","427","大山","オオヤマ","山地","35.44083","139.23139","神奈川県/丹沢山地","1252","標高点","　"
"65Xqnr","428","御座山","オグラサン","山地","36.03389","138.60667","長野県/関東山地","2112","標高点","　"
"O1Wj5u","429","丹沢山","タンザワサン","山地","35.48639","139.13889","神奈川県/丹沢山地","1673","標高点","たんざわやま　"
"vXVbNx","430","蛭ケ岳","ヒルガタケ","山地/峰","35.48639","139.13889","神奈川県/丹沢山地/丹沢山","1673","標高点","'丹沢山'の峰"
"dTU4vA","431","三宝山","サンポウヤマ","山地","35.91750","138.72778","埼玉県長野県/関東山地","2483","国師岳Ⅱ","　"
"VPSXdD","432","虫倉山","ムシクラヤマ","山地","36.64972","138.01889","長野県/妙高山とその周辺","1378","虫倉","　"
"DLRPVG","433","丹沢山","タンザワサン","山地","35.45417","139.16333","神奈川県/丹沢山地","1491","塔ケ岳","　"
"lHQIDJ","434","塔ノ岳","トウノダケ","山地/峰","35.45417","139.16333","神奈川県/丹沢山地/丹沢山","1491","塔ケ岳","'丹沢山'の峰,'塔ノ岳'の別名"
"3DPBlM","435","塔ケ岳","トウガタケ","山地/峰","35.45417","139.16333","神奈川県/丹沢山地/丹沢山","1491","塔ケ岳","'丹沢山'の峰,'塔ケ岳'の別名"
"LzOu3P","436","風吹岳","カザフキダケ","山地","36.81417","137.83889","長野県/飛驒山脈北部","1888","標高点","　"
"tvNmLS","437","小金沢山","コガネザワヤマ","山地","35.71694","138.85667","山梨県/関東山地","2014","雨沢","　"
"brMftV","438","北奥千丈岳","キタオクセンジョウダケ","山地","35.86861","138.67083","山梨県/関東山地","2601","標高点","　"
"TnL8bY","439","鉢ヶ岳","ハチガタケ","山地","36.78028","137.74944","新潟県富山県/飛驒山脈北部","2563","標高点","　"
"BjK0U1","440","聖山","ヒジリヤマ","山地","36.48417","138.02139","長野県/筑摩山地","1447","聖山","　"
"jfITC4","441","雪倉岳","ユキクラダケ","山地","36.79472","137.75417","新潟県富山県/飛驒山脈北部","2611","六兵衛","　"
"1bHMk7","442","宝立山","ホウリュウザン","山地","37.42861","137.16250","石川県/能登半島","471","標高点","　"
"J7GF2a","443","冠着山","カムリキヤマ","山地","36.46889","138.10667","長野県/筑摩山地","1252","冠着","　"
"r3FxKd","444","姨捨山","オバステヤマ","山地","36.46889","138.10667","長野県/筑摩山地","1252","冠着","'冠着山'の別名"
"8ZEqsg","445","乾徳山","ケントクサン","山地","35.82306","138.71500","山梨県/関東山地","2031","標高点","　"
"QVDjaj","446","旭岳","アサヒダケ","山地","36.75778","137.74583","富山県/飛驒山脈北部","2867","標高点","　"
"yRCbSm","447","大菩薩嶺","ダイボサツレイ","山地","35.74889","138.84556","山梨県/関東山地","2057","大菩薩","　"
"gNB4Ap","448","小蓮華山","コレンゲサン","山地","36.77361","137.77611","新潟県長野県/飛驒山脈北部","2766","測定点","大日岳（だいにちだけ）　Ｈ20現地計測による標高改訂　"
"YJzXis","449","朝日岳","アサヒダケ","山地","35.87444","138.64250","山梨県長野県/関東山地","2579","標高点","　"
"GFyQ0v","450","大室山","オオムロヤマ","山地","35.51083","139.06861","神奈川県山梨県/丹沢山地","1588","大群山","おおむれやま　"
"oBxIIy","451","雁ケ腹摺山","ガンガハラスリヤマ","山地","35.68694","138.88500","山梨県/関東山地","1874","標高点","　"
"6xwBqB","452","乗鞍岳","ノリクラダケ","山地","36.78861","137.79917","新潟県長野県/飛驒山脈北部","2469","標高点","　"
"Otvu8E","453","国師ヶ岳","コクシガタケ","山地","35.87083","138.67306","山梨県長野県/関東山地","2592","国師岳","　"
"wpumQH","454","朝日岳","アサヒダケ","山地","36.82667","137.73000","新潟県富山県/飛驒山脈北部","2418","雪倉","　"
"eltfyK","455","白馬岳","シロウマダケ","山地","36.75861","137.75861","富山県長野県/飛驒山脈北部","2932","白馬岳","　"
"Whs8gN","456","五龍岳","ゴリュウダケ","山地","36.65833","137.75278","富山県/飛驒山脈北部","2814","標高点","　"
"Edr0YQ","457","横尾山","ヨコオヤマ","山地","35.91889","138.52111","山梨県長野県/関東山地","1818","横尾山","　"
"m9pTGT","458","瑞牆山","ミズガキヤマ","山地","35.89333","138.59194","山梨県/関東山地","2230","標高点","　"
"45oMoW","459","小楢山","コナラヤマ","山地","35.78167","138.66417","山梨県/関東山地","1713","中牧村","　"
"M1nF6Z","460","杓子岳","シャクシダケ","山地","36.74056","137.75917","富山県長野県/飛驒山脈北部","2812","標高点","　"
"tXmxP2","461","御正体山","ミショウタイヤマ","山地","35.48694","138.93167","山梨県/丹沢山地","1682","御正体山","　"
"bTlqx5","462","鑓ヶ岳","ヤリガタケ","山地","36.73139","137.75528","富山県長野県/飛驒山脈北部","2903","槍ケ岳","白馬鑓ヶ岳（しろうまやりがたけ）　"
"TPkjf8","463","唐松岳","カラマツダケ","山地","36.68722","137.75472","富山県長野県/飛驒山脈北部","2696","唐松谷","　"
"BLjbXb","464","清水岳","ショウズダケ","山地","36.76472","137.71889","富山県/飛驒山脈北部","2603","標高点","　"
"jHi4Fe","465","金峰山","キンプサン","山地","35.87139","138.62528","山梨県長野県/関東山地","2599","測定点","　"
"1DgXnh","466","菰釣山","コモツルシヤマ","山地","35.46389","138.97861","神奈川県山梨県/丹沢山地","1379","測定点","　"
"JzfQ5k","467","縞枯山","シマガレヤマ","山地","36.07556","138.33111","長野県/霧ケ峰/八ケ岳","2403","標高点","　"
"rveINn","468","黒岳","クロタケ","山地","35.55194","138.74944","山梨県/富士山とその周辺","1793","黒岳","御坂黒岳（みさかくろたけ）　"
"9rdBvq","469","横岳","ヨコダケ","山地","35.98472","138.37361","長野県/霧ケ峰/八ケ岳","2829","標高点","　"
"Rncudt","470","硫黄岳","イオウダケ","山地","35.99861","138.37000","長野県/霧ケ峰/八ケ岳","2760","標高点","　"
"zjbmVw","471","鹿島槍ヶ岳","カシマヤリガタケ","山地","36.62444","137.74694","富山県長野県/飛驒山脈北部","2889","鹿島入","　"
"hfafDz","472","阿弥陀岳","アミダダケ","山地","35.97222","138.35889","長野県/霧ケ峰/八ケ岳","2805","標高点","　"
"Zb98lC","473","天狗岳","テングダケ","山地","36.01917","138.35556","長野県/霧ケ峰/八ケ岳","2646","東岳","　"
"H7813F","474","峰の松目","ミネノマツメ","山地","35.99694","138.35056","長野県/霧ケ峰/八ケ岳","2567","峰ノ松目","　"
"p36TLI","475","赤岳","アカダケ","山地","35.97083","138.37000","長野県山梨県/霧ケ峰/八ケ岳","2899","赤岳","　"
"6Z5MtL","476","僧ヶ岳","ソウガダケ","山地","36.76167","137.56361","富山県/飛驒山脈北部","1855","尾ノ沼","　"
"OV4FbO","477","三ッ峠山","ミツトウゲヤマ","山地","35.54917","138.80917","山梨県/富士山とその周辺","1785","水峠","　"
"wR3xTR","478","茅ヶ岳","カヤガタケ","山地","35.79500","138.51389","山梨県/関東山地","1704","茅ケ岳","　"
"eN2qBU","479","美ヶ原","ウツクシガハラ","山地","36.22583","138.10750","長野県/筑摩山地","2034","美ケ原","　"
"WJ1jjX","480","王ヶ頭","オウガトウ","山地/峰","36.22583","138.10750","長野県/筑摩山地/美ヶ原","2034","美ケ原","'美ヶ原'の峰"
"EF0c20","481","権現岳","ゴンゲンダケ","山地","35.94972","138.35972","山梨県/霧ケ峰/八ケ岳","2715","標高点","　"
"mAZ4K3","482","三ッ頭","ミツガシラ","山地/峰","35.94222","138.36389","山梨県/霧ケ峰/八ケ岳/権現岳","2580","標高点","'権現岳'の峰"
"4wXXs6","483","鉢伏山","ハチブセヤマ","山地","37.37778","136.97083","石川県/能登半島","544","鉢伏山","　"
"MsWQa9","484","爺ヶ岳","ジイガタケ","山地","36.58833","137.75083","富山県長野県/飛驒山脈北部","2670","祖父岳","　"
"uoVISc","485","蓼科山","タテシナヤマ","山地","36.10361","138.29500","長野県/霧ケ峰/八ケ岳","2530","蓼科山","　"
"ckUBAf","486","鳴沢岳","ナルサワダケ","山地","36.56861","137.69556","富山県長野県/飛驒山脈北部","2641","標高点","　"
"UgTuii","487","剱御前","ツルギゴゼン","山地","36.60250","137.60889","富山県/飛驒山脈北部","2777","別山","つるがごぜん　"
"CcSn0l","488","節刀ヶ岳","セットウガタケ","山地","35.52861","138.68333","山梨県/富士山とその周辺","1736","セットケ岳","せっちょうがたけ　"
"k8RfIo","489","剱岳","ツルギダケ","山地","36.62333","137.61694","富山県/飛驒山脈北部","2999","測定点","現地計測による標高改訂　"
"24Q8qr","490","釈迦ヶ岳","シャカガタケ","山地/峰","35.56306","138.72028","山梨県/富士山とその周辺/黒岳","1641","標高点","'黒岳'の峰"
"K0P18u","491","別山","ベッサン","山地","36.59750","137.62028","富山県/飛驒山脈北部","2880","標高点","　"
"rWNTQx","492","霧ヶ峰","キリガミネ","山地","36.10306","138.19667","長野県/霧ケ峰/八ケ岳","1925","車沢","　"
"9SMMyA","493","車山","クルマヤマ","山地/峰","36.10306","138.19667","長野県/霧ケ峰/八ケ岳/霧ヶ峰","1925","車沢","'霧ヶ峰'の峰"
"ROLFgD","494","箱根山","ハコネヤマ","山地","35.23333","139.02083","神奈川県/箱根山/伊豆半島","1438","冠ケ岳","　"
"zKKxYG","495","神山","カミヤマ","山地/峰","35.23333","139.02083","神奈川県/箱根山/伊豆半島/箱根山","1438","冠ケ岳","'箱根山'の峰"
"hGJqGJ","496","北葛岳","キタクズダケ","山地","36.51750","137.70556","富山県長野県/飛驒山脈北部","2551","標高点","　"
"ZCIjoM","497","岩小屋沢岳","イワゴヤザワダケ","山地","36.57694","137.71333","富山県長野県/飛驒山脈北部","2630","西岳","　"
"HyHc6P","498","池平山","イケノダイラヤマ","山地","36.64111","137.62583","富山県/飛驒山脈北部","2561","標高点","　"
"puG4OS","499","権現岳","ゴンゲンダケ","山地","35.95000","138.33500","長野県/霧ケ峰/八ケ岳","2398","標高点","　"
"7qEXwV","500","西岳","ニシダケ","山地/峰","35.95000","138.33500","長野県/霧ケ峰/八ケ岳/権現岳","2398","標高点","'権現岳'の峰"
"PmDQeY","501","鉢伏山","ハチブセヤマ","山地","36.16306","138.05917","長野県/筑摩山地","1928","鉢伏山","　"
"xiCIX1","502","赤沢岳","アカザワダケ","山地","36.56194","137.68750","富山県長野県/飛驒山脈北部","2678","牛小屋沢","　"
"feBBF4","503","針ノ木岳","ハリノキダケ","山地","36.53806","137.68444","富山県長野県/飛驒山脈北部","2821","野口","　"
"XaAun7","504","編笠山","アミガサヤマ","山地","35.94167","138.34500","山梨県長野県/霧ケ峰/八ケ岳","2524","編笠岳","　"
"F6zn5a","505","真砂岳","マサゴダケ","山地","36.58667","137.62000","富山県/飛驒山脈北部","2861","標高点","　"
"n2yfNd","506","スバリ岳","スバリダケ","山地","36.54417","137.68500","富山県長野県/飛驒山脈北部","2752","標高点","　"
"4Yx8vg","507","箱根山","ハコネヤマ","山地","35.28972","139.00500","静岡県神奈川県/箱根山/伊豆半島","1213","金時山","　"
"MUw1dj","508","金時山","キントキサン","山地/峰","35.28972","139.00500","静岡県神奈川県/箱根山/伊豆半島/箱根山","1213","金時山","'箱根山'の峰"
"uQuTVm","509","蓮華岳","レンゲダケ","山地","36.53583","137.71056","富山県長野県/飛驒山脈北部","2799","蓮華岳","　"
"cMtMDp","510","猫又山","ネコマタヤマ","山地","36.68111","137.59028","富山県/飛驒山脈北部","2378","猫又","　"
"UIsFls","511","毛勝山","ケカツヤマ","山地","36.70111","137.59083","富山県/飛驒山脈北部","2414","毛勝山","　"
"CEry3v","512","龍王岳","リュウオウダケ","山地","36.56472","137.60722","富山県/飛驒山脈北部","2872","標高点","　"
"kAqqLy","513","浄土山","ジョウドサン","山地/峰","36.56833","137.60361","富山県/飛驒山脈北部/龍王岳","2831","標高点","'龍王岳'の峰"
"2wpjtB","514","奥大日岳","オクダイニチダケ","山地","36.59833","137.58083","富山県/飛驒山脈北部","2611","標高点","　"
"KsocbE","515","不動岳","フドウダケ","山地","36.49528","137.66722","富山県長野県/飛驒山脈北部","2601","標高点","　"
"son4TH","516","南沢岳","ミナミサワダケ","山地","36.49000","137.65306","富山県長野県/飛驒山脈北部","2625","烏帽子岳","　"
"aklXBK","517","立山","タテヤマ","山地","36.57583","137.61972","富山県/飛驒山脈北部","3015","標高点","　"
"SgkQjN","518","大汝山","オオナンジヤマ","山地/峰","36.57583","137.61972","富山県/飛驒山脈北部/立山","3015","標高点","'立山'の峰"
"AcjJ1Q","519","烏帽子岳","エボシダケ","山地","36.47944","137.65083","富山県長野県/飛驒山脈北部","2628","標高点","　"
"i8iBJT","520","三原山","ミハラヤマ","山地","34.72444","139.39444","東京都/伊豆諸島/大島","758","標高点","Ｈ18地形図更新に伴う標高改訂　"
"04hurW","521","三原新山","ミハラシンザン","山地/峰","34.72444","139.39444","東京都/伊豆諸島/大島/三原山","758","標高点","'三原山'の峰"
"I0gn9Z","522","鳶山","トンビヤマ","山地","36.53417","137.58583","富山県/飛驒山脈北部","2616","標高点","　"
"pWffS2","523","三ッ岳","ミツダケ","山地","36.45472","137.64944","富山県長野県/飛驒山脈北部","2845","三ツ岳","　"
"7Se8A5","524","燕岳","ツバクロダケ","山地","36.40694","137.71278","長野県/飛驒山脈北部","2763","燕岳","　"
"POd1i8","525","玄岳","クロタケ","山地","35.08167","139.02806","静岡県/箱根山/伊豆半島","798","玄岳","　"
"xKbU0b","526","国見岳","クニミダケ","山地","36.57111","137.58972","富山県/飛驒山脈北部","2621","大横手","　"
"fGaMIe","527","鷲岳","ワシダケ","山地","36.54194","137.58722","富山県/飛驒山脈北部","2617","標高点","　"
"XC9Fqh","528","餓鬼岳","ガキダケ","山地","36.44722","137.73611","長野県/飛驒山脈北部","2647","餓飢","　"
"Fy8y8k","529","大日岳","ダイニチダケ","山地","36.59944","137.55000","富山県/飛驒山脈北部","2501","標高点","　"
"nu7qQn","530","有明山","アリアケヤマ","山地","36.39111","137.77056","長野県/飛驒山脈北部","2268","有明山","ありあけさん　"
"5q6jyq","531","唐沢岳","カラサワダケ","山地","36.46111","137.71667","長野県/飛驒山脈北部","2632","唐沢","　"
"Nm5cgt","532","越中沢岳","エッチュウザワダケ","山地","36.51500","137.58306","富山県/飛驒山脈北部","2591","栂山","　"
"vi44Yw","533","薬師ヶ岳","ヤクシガダケ","山地","35.69611","138.31167","山梨県/赤石山脈北部/鳳凰山","2780","標高点","山名変更：Ｈ17地形図更新による。　"
"de2XGz","534","鷲羽岳","ワシバダケ","山地","36.40306","137.60528","富山県長野県/飛驒山脈北部","2924","中俣","　"
"Va1QoC","535","野口五郎岳","ノグチゴロウダケ","山地","36.43278","137.63778","富山県長野県/飛驒山脈北部","2924","五郎岳","　"
"D60J6F","536","地蔵ヶ岳","ジゾウガタケ","山地","35.71222","138.29861","山梨県/赤石山脈北部/鳳凰山","2764","標高点","　"
"l1ZBOI","537","蝶ヶ岳","チョウガタケ","山地","36.28750","137.72611","長野県/飛驒山脈南部","2677","標高点","　"
"2XYuwL","538","大滝山","オオタキヤマ","山地","36.27417","137.74333","長野県/飛驒山脈南部","2616","標高点","　"
"KTXneO","539","富士山","フジサン","山地","35.36083","138.72750","山梨県静岡県/富士山とその周辺","3776","測定点","　"
"sPWfWR","540","剣ヶ峯","ケンガミネ","山地/峰","35.36083","138.72750","山梨県静岡県/富士山とその周辺/富士山","3776","測定点","'富士山'の峰"
"aLV8EU","541","南真砂岳","ミナミマサゴダケ","山地","36.41333","137.64167","長野県/飛驒山脈北部","2713","標高点","　"
"SHU1mX","542","横通岳","ヨコトオシダケ","山地","36.34250","137.72694","長野県/飛驒山脈南部","2767","赤樽","　"
"ADSU50","543","赤沢山","アカサワヤマ","山地","36.32917","137.67972","長野県/飛驒山脈南部","2670","赤沢山","　"
"izRMN3","544","赤岩岳","アカイワダケ","山地","36.34333","137.68417","長野県/飛驒山脈南部","2769","筆波美","　"
"0vQFv6","545","赤牛岳","アカウシダケ","山地","36.46167","137.60333","富山県/飛驒山脈北部","2864","赤手岳","　"
"IrPyd9","546","観音ヶ岳","カンノンガダケ","山地","35.70167","138.30472","山梨県/赤石山脈北部/鳳凰山","2840","観音岳","山名変更：Ｈ17地形図更新による。　"
"qnOqVc","547","入笠山","ニュウガサヤマ","山地","35.89639","138.17167","長野県/赤石山脈北部","1955","入笠山","　"
"8jNjDf","548","愛鷹山","アシタカヤマ","山地","35.23806","138.79389","静岡県/富士山とその周辺","1504","印野村","　"
"QfMcli","549","越前岳","エチゼンダケ","山地/峰","35.23806","138.79389","静岡県/富士山とその周辺/愛鷹山","1504","印野村","'愛鷹山'の峰"
"ybL53l","550","大天井岳","ダイテンジョウダケ","山地","36.36500","137.70111","長野県/飛驒山脈南部","2922","天章山","おてんしょうだけ　"
"g7JXLo","551","東天井岳","ヒガシテンジョウダケ","山地","36.35333","137.71556","長野県/飛驒山脈南部","2814","標高点","　"
"Y3IQtr","552","硫黄岳","イオウダケ","山地","36.38056","137.65056","長野県/飛驒山脈北部","2554","焼山","　"
"FZHJbu","553","西岳","ニシダケ","山地","36.33722","137.67944","長野県/飛驒山脈南部","2758","標高点","　"
"nVGBTx","554","鍬崎山","クワサキヤマ","山地","36.54000","137.47806","富山県/飛驒山脈北部","2090","鍬崎山","　"
"5RFuBA","555","薬師岳","ヤクシダケ","山地","36.46889","137.54472","富山県/飛驒山脈北部","2926","薬師ケ岳","　"
"NNEnjD","556","常念岳","ジョウネンダケ","山地","36.32556","137.72750","長野県/飛驒山脈南部","2857","標高点","　"
"vJDg1G","557","祖父岳","ジイダケ","山地","36.41111","137.59111","富山県/飛驒山脈北部","2825","標高点","　"
"dFC8JJ","558","水晶岳","スイショウダケ","山地","36.42639","137.60278","富山県/飛驒山脈北部","2986","標高点","　"
"VBB1rM","559","黒岳","クロダケ","山地","36.42639","137.60278","富山県/飛驒山脈北部","2986","標高点","'水晶岳'の別名"
"DxzU9P","560","守屋山","モリヤサン","山地","35.96750","138.09333","長野県/赤石山脈北部","1650","守屋山","　"
"ltyMRS","561","中岳","ナカダケ","山地","36.32972","137.64667","長野県岐阜県/飛驒山脈南部","3084","標高点","なかのだけ　"
"3pxFzV","562","奥穂高岳","オクホタカダケ","山地","36.28917","137.64806","長野県岐阜県/飛驒山脈南部","3190","標高点","　"
"LlwyhY","563","駒ヶ岳","コマガタケ","山地","35.75806","138.23667","山梨県長野県/赤石山脈北部","2967","測定点","甲斐駒ヶ岳（かいこまがたけ）　東駒ヶ岳（ひがしこまがたけ）　"
"thvr01","564","樅沢岳","モミサワダケ","山地","36.36667","137.60778","長野県岐阜県/飛驒山脈北部","2755","標高点","　"
"bdujI4","565","抜戸岳","ヌケドダケ","山地","36.32778","137.57500","岐阜県/飛驒山脈北部","2813","奥笠ケ岳","　"
"T9tcq7","566","三俣蓮華岳","ミツマタレンゲダケ","山地","36.39000","137.58778","富山県岐阜県長野県/飛驒山脈北部","2841","三ツ又","　"
"B5s58a","567","櫛形山","クシガタヤマ","山地","35.58667","138.36917","山梨県/赤石山脈北部","2052","奥仙重","　"
"j1qXQd","568","弓折岳","ユミオリダケ","山地","36.34944","137.59667","岐阜県/飛驒山脈北部","2592","標高点","ゆみおれだけ　"
"0XpQyg","569","双六岳","スゴロクダケ","山地","36.37194","137.58722","長野県岐阜県/飛驒山脈北部","2860","中俣岳","　"
"IToJgj","570","黒部五郎岳","クロベゴロウダケ","山地","36.39250","137.54000","富山県岐阜県/飛驒山脈北部","2840","黒部","　"
"qPnBYm","571","中ノ俣岳","ナカノマタダケ","山地","36.39250","137.54000","富山県岐阜県/飛驒山脈北部","2840","黒部","'黒部五郎岳'の別名"
"8LmuGp","572","槍ヶ岳","ヤリガタケ","山地","36.34194","137.64750","長野県/飛驒山脈南部","3180","標高点","　"
"QHlnos","573","アサヨ峰","アサヨミネ","山地","35.73167","138.24139","山梨県/赤石山脈北部","2799","鳳凰山","　"
"yDkg6v","574","栗沢山","クリサワヤマ","山地/峰","35.73806","138.23417","山梨県/赤石山脈北部/アサヨ峰","2714","標高点","'アサヨ峰'の峰"
"gzj8Oy","575","大室山","オオムロヤマ","山地","34.90306","139.09472","静岡県/箱根山/伊豆半島","580","大室山","　"
"Yvi1wB","576","石動山","セキドウサン","山地","36.96556","136.97083","石川県/宝達丘陵","564","標高点","　"
"GrgUeE","577","前穂高岳","マエホタカダケ","山地","36.28194","137.66056","長野県/飛驒山脈南部","3090","穂高岳","　"
"onfMWH","578","大喰岳","オオバミダケ","山地","36.33583","137.64583","長野県岐阜県/飛驒山脈南部","3101","標高点","　"
"6jeFEK","579","南岳","ミナミダケ","山地","36.31889","137.65083","長野県岐阜県/飛驒山脈南部","3033","北穂高","　"
"OfdymN","580","双児山","フタゴヤマ","山地","35.75083","138.22139","山梨県長野県/赤石山脈北部","2649","標高点","　"
"wbcr4Q","581","涸沢岳","カラサワダケ","山地","36.29583","137.64694","長野県岐阜県/飛驒山脈南部","3110","標高点","　"
"e7bjMT","582","駒津峰","コマツミネ","山地","35.75472","138.23083","山梨県長野県/赤石山脈北部","2752","標高点","　"
"W3acuW","583","西穂高岳","ニシホタカダケ","山地","36.27889","137.62917","長野県岐阜県/飛驒山脈南部","2909","前穂高","　"
"DZ95cZ","584","北岳","キタダケ","山地","35.67444","138.23889","山梨県/赤石山脈北部/白根山","3193","測定点","現地計測による標高改訂　"
"lV7XV2","585","仙丈ヶ岳","センジョウガタケ","山地","35.72000","138.18361","山梨県長野県/赤石山脈北部","3033","前岳","　"
"3R6QD5","586","高嶺","タカミネ","山地","35.70972","138.28778","山梨県/赤石山脈北部","2779","高嶺","たかね　"
"LN5Jl8","587","小太郎山","コタロウヤマ","山地","35.70083","138.24000","山梨県/赤石山脈北部","2725","小太郎岳","　"
"tJ4C3b","588","辻山","ツジヤマ","山地","35.67639","138.32194","山梨県/赤石山脈北部","2585","辻","　"
"bF3uLe","589","毛無山","ケナシヤマ","山地","35.41583","138.54389","山梨県静岡県/富士山とその周辺","1964","標高点","　"
"TB2nth","590","北穂高岳","キタホタカダケ","山地","36.30250","137.65194","長野県岐阜県/飛驒山脈南部","3106","標高点","　"
"Bx1gbk","591","鋸山","ノコギリヤマ","山地","35.77889","138.21000","山梨県長野県/赤石山脈北部","2685","標高点","鋸岳（のこぎりだけ）　"
"jt08Tn","592","北ノ俣岳","キタノマタダケ","山地","36.42111","137.51222","富山県岐阜県/飛驒山脈北部","2662","標高点","　"
"1oZ1Bq","593","上ノ岳","カミノダケ","山地","36.42111","137.51222","富山県岐阜県/飛驒山脈北部","2662","標高点","'北ノ俣岳'の別名"
"JkXUjt","594","農鳥岳","ノウトリダケ","山地","35.62528","138.22972","山梨県静岡県/赤石山脈北部/白根山","3051","標高点","　"
"rgWN1w","595","西農鳥岳","ニシノウトリダケ","山地/峰","35.62528","138.22972","山梨県静岡県/赤石山脈北部/白根山/農鳥岳","3051","標高点","'農鳥岳'の峰"
"9cVFJz","596","錫杖岳","シャクジョウダケ","山地","36.28194","137.54722","岐阜県/飛驒山脈北部","2168","標高点","　"
"R8UyrC","597","大籠岳","オオカゴダケ","山地","35.59306","138.24333","山梨県静岡県/赤石山脈北部","2767","大籠","おおごもりだけ　"
"z4Tr9F","598","天城山","アマギサン","山地","34.86278","139.00167","静岡県/箱根山/伊豆半島","1405","万城岳","　"
"h0SjRI","599","万三郎岳","バンザブロウダケ","山地/峰","34.86278","139.00167","静岡県/箱根山/伊豆半島/天城山","1405","万城岳","'天城山'の峰"
"YWRczL","600","焼岳","ヤケダケ","山地","36.22694","137.58694","長野県岐阜県/飛驒山脈南部","2455","焼岳","　"
"GSQ5hO","601","笹山","ササヤマ","山地","35.57111","138.24389","山梨県静岡県/赤石山脈北部","2733","標高点","黒河内岳（くろこうちだけ）　"
"oOOXZR","602","大唐松山","オオカラマツヤマ","山地","35.62167","138.26944","山梨県/赤石山脈北部","2561","標高点","　"
"6KNQHU","603","身延山","ミノブサン","山地","35.39750","138.41639","山梨県/身延山地","1153","標高点","　"
"OGMJpX","604","鉢盛山","ハチモリヤマ","山地","36.08667","137.75472","長野県/飛驒山脈南部","2446","鉢盛山","　"
"wCLC80","605","二上山","フタガミヤマ","山地","36.79000","137.01528","富山県/宝達丘陵","274","標高点","　"
"eyKuQ3","606","霞沢岳","カスミザワダケ","山地","36.22111","137.64056","長野県/飛驒山脈南部","2646","霞沢岳","　"
"WuJny6","607","黒檜山","クロベイヤマ","山地","35.64444","138.18611","長野県/赤石山脈北部","2540","黒檜山","　"
"EqIgg9","608","新蛇抜山","シンジャヌケヤマ","山地","35.60722","138.20528","長野県静岡県/赤石山脈北部","2667","標高点","　"
"mmH8Yc","609","広河内岳","ヒロゴウチダケ","山地","35.60611","138.23583","山梨県静岡県/赤石山脈北部","2895","標高点","　"
"4iG1Gf","610","間ノ岳","アイノダケ","山地","35.64611","138.22833","山梨県静岡県/赤石山脈北部/白根山","3189","相ノ岳","　"
"MeEUoi","611","安倍荒倉岳","アベアラクラダケ","山地","35.62306","138.20306","長野県静岡県/赤石山脈北部","2693","安部荒倉","　"
"uaDN6l","612","伊那荒倉岳","イナアラクラダケ","山地","35.68917","138.19417","山梨県長野県/赤石山脈北部","2519","標高点","　"
"c6CFOo","613","天子ヶ岳","テンシガタケ","山地","35.32917","138.53667","静岡県/富士山とその周辺","1330","標高点","　"
"U2Bywr","614","笠ヶ岳","カサガタケ","山地","36.31556","137.55028","岐阜県/飛驒山脈北部","2897","笠ケ岳","　"
"BYAreu","615","七面山","シチメンザン","山地","35.36944","138.34889","山梨県/身延山地","1989","標高点","　"
"jUzjWx","616","宮塚山","ミヤツカヤマ","山地","34.52028","139.27917","東京都/伊豆諸島/利島","508","利島","　"
"1QycEA","617","経ヶ岳","キョウガタケ","山地","35.91278","137.86250","長野県/木曽山脈","2296","経ケ岳","　"
"JMx5mD","618","塩見岳","シオミダケ","山地","35.57389","138.18306","長野県静岡県/赤石山脈北部","3047","塩見山","　"
"rIvY4G","619","達磨山","ダルマヤマ","山地","34.95500","138.83917","静岡県/箱根山/伊豆半島","982","達摩山","　"
"9EuQMJ","620","北荒川岳","キタアラカワダケ","山地","35.59472","138.19444","長野県/赤石山脈北部","2698","伊那荒倉","　"
"RAtJuM","621","蝙蝠岳","コウモリダケ","山地","35.55694","138.20722","静岡県/赤石山脈北部","2865","中俣","　"
